comment,case_folding,remove_emoji,cleaning_text,replace_3_or_more,tokenize,word_normalization,stemming,stopwords,Sentiments,Label
"Pengalaman ibu op bypass di RS. Soetomo Surabaya. dr.Iwan,Sp.BS dan jajarannya baik2 banget, gak ada beda padahal waktu itu adalah pasien BPJS dan rujukan dari luar sby. Setelahnya pun masih tetep balas konsulan via wa. Indonesia pasti bisa????","pengalaman ibu op bypass di rs. soetomo surabaya. dr.iwan,sp.bs dan jajarannya baik2 banget, gak ada beda padahal waktu itu adalah pasien bpjs dan rujukan dari luar sby. setelahnya pun masih tetep balas konsulan via wa. indonesia pasti bisa????","pengalaman ibu op bypass di rs. soetomo surabaya. dr.iwan,sp.bs dan jajarannya baik2 banget, gak ada beda padahal waktu itu adalah pasien bpjs dan rujukan dari luar sby. setelahnya pun masih tetep balas konsulan via wa. indonesia pasti bisa????",pengalaman ibu op bypass di rs  soetomo surabaya  dr iwan sp bs dan jajarannya baik  banget  gak ada beda padahal waktu itu adalah pasien bpjs dan rujukan dari luar sby  setelahnya pun masih tetep balas konsulan via wa  indonesia pasti bisa    ,pengalaman ibu op bypas di rs soetomo surabaya dr iwan sp bs dan jajaranya baik banget gak ada beda padahal waktu itu adalah pasien bpjs dan rujukan dari luar sby setelahnya pun masih tetep balas konsulan via wa indonesia pasti bisa ,"['pengalaman', 'ibu', 'op', 'bypas', 'di', 'rs', 'soetomo', 'surabaya', 'dr', 'iwan', 'sp', 'bs', 'dan', 'jajaranya', 'baik', 'banget', 'gak', 'ada', 'beda', 'padahal', 'waktu', 'itu', 'adalah', 'pasien', 'bpjs', 'dan', 'rujukan', 'dari', 'luar', 'sby', 'setelahnya', 'pun', 'masih', 'tetep', 'balas', 'konsulan', 'via', 'wa', 'indonesia', 'pasti', 'bisa']",pengalaman ibu op bypas di rumah sakit soetomo surabaya dari iwan sp bisa dan jajaranya baik banget tidak ada beda padahal waktu itu adalah pasien bpjs dan rujukan dari luar sby setelahnya pun masih tetap balas konsulan via wa indonesia pasti bisa,alam ibu op bypas di rumah sakit soetomo surabaya dari iwan sp bisa dan jajaranya baik banget tidak ada beda padahal waktu itu adalah pasien bpjs dan rujuk dari luar sby telah pun masih tetap balas konsul via wa indonesia pasti bisa,alam ibu op bypas rumah sakit soetomo surabaya iwan sp jajaranya baik banget beda padahal waktu pasien bpjs rujuk luar sby tetap balas konsul via wa indonesia,1,positif
"?aku pake bpjs yang gratis, aku operasi gabayar sama sekali, yang harusnya bayar 10jt lebih, terus pelayanannya bagus dan ramah bgt, aku ditaro di kamar yang seruangan isi 5 orang doang.","?aku pake bpjs yang gratis, aku operasi gabayar sama sekali, yang harusnya bayar 10jt lebih, terus pelayanannya bagus dan ramah bgt, aku ditaro di kamar yang seruangan isi 5 orang doang.","?aku pake bpjs yang gratis, aku operasi gabayar sama sekali, yang harusnya bayar 10jt lebih, terus pelayanannya bagus dan ramah bgt, aku ditaro di kamar yang seruangan isi 5 orang doang.", aku pake bpjs yang gratis  aku operasi gabayar sama sekali  yang harusnya bayar   jt lebih  terus pelayanannya bagus dan ramah bgt  aku ditaro di kamar yang seruangan isi   orang doang , aku pake bpjs yang gratis aku operasi gabayar sama sekali yang harusnya bayar jt lebih terus pelayananya bagus dan ramah bgt aku ditaro di kamar yang seruangan isi orang doang ,"['aku', 'pake', 'bpjs', 'yang', 'gratis', 'aku', 'operasi', 'gabayar', 'sama', 'sekali', 'yang', 'harusnya', 'bayar', 'jt', 'lebih', 'terus', 'pelayananya', 'bagus', 'dan', 'ramah', 'bgt', 'aku', 'ditaro', 'di', 'kamar', 'yang', 'seruangan', 'isi', 'orang', 'doang']",aku pakai bpjs yang gratis aku operasi gabayar sama sekali yang harusnya bayar juta lebih terus pelayananya bagus dan ramah banget aku ditaro di kamar yang seruangan isi orang saja,aku pakai bpjs yang gratis aku operasi gabayar sama sekali yang harus bayar juta lebih terus pelayananya bagus dan ramah banget aku ditaro di kamar yang ruang isi orang saja,aku pakai bpjs gratis aku operasi gabayar sama sekali bayar juta lebih terus pelayananya bagus ramah banget aku ditaro kamar ruang isi orang,1,positif
"di rs st yusup bandung. gw wktu itu lg darurat yauda pake umum, malah disuruh dr spesialisnya pake bpjs aja. dan ramahh ko wktu op juga di rs pindah okee dr nya baik2, pelayanan baik. pengalaman sndiri sih..","di rs st yusup bandung. gw wktu itu lg darurat yauda pake umum, malah disuruh dr spesialisnya pake bpjs aja. dan ramahh ko wktu op juga di rs pindah okee dr nya baik2, pelayanan baik. pengalaman sndiri sih..","di rs st yusup bandung. gw wktu itu lg darurat yauda pake umum, malah disuruh dr spesialisnya pake bpjs aja. dan ramahh ko wktu op juga di rs pindah okee dr nya baik2, pelayanan baik. pengalaman sndiri sih..",di rs st yusup bandung  gw wktu itu lg darurat yauda pake umum  malah disuruh dr spesialisnya pake bpjs aja  dan ramahh ko wktu op juga di rs pindah okee dr nya baik   pelayanan baik  pengalaman sndiri sih  ,di rs st yusup bandung gw wktu itu lg darurat yauda pake umum malah disuruh dr spesialisnya pake bpjs aja dan ramah ko wktu op juga di rs pindah oke dr nya baik pelayanan baik pengalaman sndiri sih ,"['di', 'rs', 'st', 'yusup', 'bandung', 'gw', 'wktu', 'itu', 'lg', 'darurat', 'yauda', 'pake', 'umum', 'malah', 'disuruh', 'dr', 'spesialisnya', 'pake', 'bpjs', 'aja', 'dan', 'ramah', 'ko', 'wktu', 'op', 'juga', 'di', 'rs', 'pindah', 'oke', 'dr', 'nya', 'baik', 'pelayanan', 'baik', 'pengalaman', 'sndiri', 'sih']",di rumah sakit st yusup bandung aku waktu itu lagi darurat yauda pakai umum malah disuruh dari spesialisnya pakai bpjs saja dan ramah kok waktu op juga di rumah sakit pindah oke dari nya baik pelayanan baik pengalaman sendiri sih,di rumah sakit st yusup bandung aku waktu itu lagi darurat yauda pakai umum malah suruh dari spesialis pakai bpjs saja dan ramah kok waktu op juga di rumah sakit pindah oke dari nya baik layan baik alam sendiri sih,rumah sakit st yusup bandung aku waktu darurat yauda pakai umum malah suruh spesialis pakai bpjs ramah kok waktu op rumah sakit pindah oke baik layan baik alam sendiri sih,1,positif
"Di rumah sakit aku tugas, pasien  BPJS kami layani sebaik baiknya. Tidak kami bedakan karna dia BPJS atau umum","di rumah sakit aku tugas, pasien  bpjs kami layani sebaik baiknya. tidak kami bedakan karna dia bpjs atau umum","di rumah sakit aku tugas, pasien  bpjs kami layani sebaik baiknya. tidak kami bedakan karna dia bpjs atau umum",di rumah sakit aku tugas  pasien  bpjs kami layani sebaik baiknya  tidak kami bedakan karna dia bpjs atau umum,di rumah sakit aku tugas pasien bpjs kami layani sebaik baiknya tidak kami bedakan karna dia bpjs atau umum,"['di', 'rumah', 'sakit', 'aku', 'tugas', 'pasien', 'bpjs', 'kami', 'layani', 'sebaik', 'baiknya', 'tidak', 'kami', 'bedakan', 'karna', 'dia', 'bpjs', 'atau', 'umum']",di rumah sakit aku tugas pasien bpjs kami layani sebaik baiknya tidak kami bedakan karena dia bpjs atau umum,di rumah sakit aku tugas pasien bpjs kami layan baik baik tidak kami beda karena dia bpjs atau umum,rumah sakit aku tugas pasien bpjs layan baik baik beda bpjs umum,1,positif
"RS Soeradji Tirtonegoro Klaten kak. Kebetulan aku pasien di sini dan masih rawat inap. Dari dulu tiap ada apa apa sll ke sini. Mereka ga bedain mau bpjs apa umum, perawatnya 90% ramah, pelay","rs soeradji tirtonegoro klaten kak. kebetulan aku pasien di sini dan masih rawat inap. dari dulu tiap ada apa apa sll ke sini. mereka ga bedain mau bpjs apa umum, perawatnya 90% ramah, pelay","rs soeradji tirtonegoro klaten kak. kebetulan aku pasien di sini dan masih rawat inap. dari dulu tiap ada apa apa sll ke sini. mereka ga bedain mau bpjs apa umum, perawatnya 90% ramah, pelay",rs soeradji tirtonegoro klaten kak  kebetulan aku pasien di sini dan masih rawat inap  dari dulu tiap ada apa apa sll ke sini  mereka ga bedain mau bpjs apa umum  perawatnya     ramah  pelay,rs soeradji tirtonegoro klaten kak kebetulan aku pasien di sini dan masih rawat inap dari dulu tiap ada apa apa sl ke sini mereka ga bedain mau bpjs apa umum perawatnya ramah pelay,"['rs', 'soeradji', 'tirtonegoro', 'klaten', 'kak', 'kebetulan', 'aku', 'pasien', 'di', 'sini', 'dan', 'masih', 'rawat', 'inap', 'dari', 'dulu', 'tiap', 'ada', 'apa', 'apa', 'sl', 'ke', 'sini', 'mereka', 'ga', 'bedain', 'mau', 'bpjs', 'apa', 'umum', 'perawatnya', 'ramah', 'pelay']",rumah sakit soeradji tirtonegoro klaten kakak kebetulan aku pasien di sini dan masih rawat inap dari dulu tiap ada apa apa selalu ke sini mereka tidak bedain mau bpjs apa umum perawatnya ramah pelay,rumah sakit soeradji tirtonegoro klaten kakak betul aku pasien di sini dan masih rawat inap dari dulu tiap ada apa apa selalu ke sini mereka tidak bedain mau bpjs apa umum awat ramah pelay,rumah sakit soeradji tirtonegoro klaten kakak betul aku pasien sini rawat inap dulu tiap apa apa selalu sini bedain mau bpjs apa umum awat ramah pelay,1,positif
"Nyokap gw operasi otak sampe 2x loh pake bpjs alhamdulillah di layani dengan baik sma dokter dan susternya, bahkan dokter2 bedah sana ngasih support ke nyokap gw dan berterimakasih ke nyokap gw krna sudah bertahan hidup sampe detik ini. Sorry nih gw bukan buzzer bpjs ye","nyokap gw operasi otak sampe 2x loh pake bpjs alhamdulillah di layani dengan baik sma dokter dan susternya, bahkan dokter2 bedah sana ngasih support ke nyokap gw dan berterimakasih ke nyokap gw krna sudah bertahan hidup sampe detik ini. sorry nih gw bukan buzzer bpjs ye","nyokap gw operasi otak sampe 2x loh pake bpjs alhamdulillah di layani dengan baik sma dokter dan susternya, bahkan dokter2 bedah sana ngasih support ke nyokap gw dan berterimakasih ke nyokap gw krna sudah bertahan hidup sampe detik ini. sorry nih gw bukan buzzer bpjs ye",nyokap gw operasi otak sampe  x loh pake bpjs alhamdulillah di layani dengan baik sma dokter dan susternya  bahkan dokter  bedah sana ngasih support ke nyokap gw dan berterimakasih ke nyokap gw krna sudah bertahan hidup sampe detik ini  sorry nih gw bukan buzzer bpjs ye,nyokap gw operasi otak sampe x loh pake bpjs alhamdulilah di layani dengan baik sma dokter dan susternya bahkan dokter bedah sana ngasih suport ke nyokap gw dan berterimakasih ke nyokap gw krna sudah bertahan hidup sampe detik ini sory nih gw bukan buzer bpjs ye,"['nyokap', 'gw', 'operasi', 'otak', 'sampe', 'x', 'loh', 'pake', 'bpjs', 'alhamdulilah', 'di', 'layani', 'dengan', 'baik', 'sma', 'dokter', 'dan', 'susternya', 'bahkan', 'dokter', 'bedah', 'sana', 'ngasih', 'suport', 'ke', 'nyokap', 'gw', 'dan', 'berterimakasih', 'ke', 'nyokap', 'gw', 'krna', 'sudah', 'bertahan', 'hidup', 'sampe', 'detik', 'ini', 'sory', 'nih', 'gw', 'bukan', 'buzer', 'bpjs', 'ye']",nyokap aku operasi otak sampai kali loh pakai bpjs alhamdulilah di layani dengan baik sama dokter dan susternya bahkan dokter bedah sana memberi suport ke nyokap aku dan berterimakasih ke nyokap aku karena sudah bertahan hidup sampai detik ini sory ini aku bukan buzer bpjs ye,nyokap aku operasi otak sampai kali loh pakai bpjs alhamdulilah di layan dengan baik sama dokter dan suster bahkan dokter bedah sana beri suport ke nyokap aku dan berterimakasih ke nyokap aku karena sudah tahan hidup sampai detik ini sory ini aku bukan buzer bpjs ye,nyokap aku operasi otak kali loh pakai bpjs alhamdulilah layan baik sama dokter suster bahkan dokter bedah sana beri suport nyokap aku berterimakasih nyokap aku tahan hidup detik sory aku bukan buzer bpjs ye,1,positif
Alhamdulillah alm bokap jg pasang 3 ring jantung dilayani dengan baik di RS Swasta di kotaku. Pelayanannya bagus dan gak dibeda2in.,alhamdulillah alm bokap jg pasang 3 ring jantung dilayani dengan baik di rs swasta di kotaku. pelayanannya bagus dan gak dibeda2in.,alhamdulillah alm bokap jg pasang 3 ring jantung dilayani dengan baik di rs swasta di kotaku. pelayanannya bagus dan gak dibeda2in.,alhamdulillah alm bokap jg pasang   ring jantung dilayani dengan baik di rs swasta di kotaku  pelayanannya bagus dan gak dibeda in ,alhamdulilah alm bokap jg pasang ring jantung dilayani dengan baik di rs swasta di kotaku pelayananya bagus dan gak dibeda in ,"['alhamdulilah', 'alm', 'bokap', 'jg', 'pasang', 'ring', 'jantung', 'dilayani', 'dengan', 'baik', 'di', 'rs', 'swasta', 'di', 'kotaku', 'pelayananya', 'bagus', 'dan', 'gak', 'dibeda', 'in']",alhamdulilah alm bokap juga pasang ring jantung dilayani dengan baik di rumah sakit swasta di kotaku pelayananya bagus dan tidak dibeda in,alhamdulilah alm bokap juga pasang ring jantung layan dengan baik di rumah sakit swasta di kota pelayananya bagus dan tidak beda in,alhamdulilah alm bokap pasang ring jantung layan baik rumah sakit swasta kota pelayananya bagus beda,1,positif
"saya dirujuk ke RS Hermina Podomoro Sunter, terakhir dirujuk ke RSCM. Semuaaa menangani anak saya dg baik, saat awal maupun saat perpanjangan rujukan, dan tindakan ketika di RSCM. Ruang ranap.pun sgt amat layak","saya dirujuk ke rs hermina podomoro sunter, terakhir dirujuk ke rscm. semuaaa menangani anak saya dg baik, saat awal maupun saat perpanjangan rujukan, dan tindakan ketika di rscm. ruang ranap.pun sgt amat layak","saya dirujuk ke rs hermina podomoro sunter, terakhir dirujuk ke rscm. semuaaa menangani anak saya dg baik, saat awal maupun saat perpanjangan rujukan, dan tindakan ketika di rscm. ruang ranap.pun sgt amat layak",saya dirujuk ke rs hermina podomoro sunter  terakhir dirujuk ke rscm  semuaaa menangani anak saya dg baik  saat awal maupun saat perpanjangan rujukan  dan tindakan ketika di rscm  ruang ranap pun sgt amat layak,saya dirujuk ke rs hermina podomoro sunter terakhir dirujuk ke rscm semua menangani anak saya dg baik sat awal maupun sat perpanjangan rujukan dan tindakan ketika di rscm ruang ranap pun sgt amat layak,"['saya', 'dirujuk', 'ke', 'rs', 'hermina', 'podomoro', 'sunter', 'terakhir', 'dirujuk', 'ke', 'rscm', 'semua', 'menangani', 'anak', 'saya', 'dg', 'baik', 'sat', 'awal', 'maupun', 'sat', 'perpanjangan', 'rujukan', 'dan', 'tindakan', 'ketika', 'di', 'rscm', 'ruang', 'ranap', 'pun', 'sgt', 'amat', 'layak']",saya dirujuk ke rumah sakit hermina podomoro sunter terakhir dirujuk ke rscm semua menangani anak saya dengan baik saat awal maupun saat perpanjangan rujukan dan tindakan ketika di rscm ruang ranap pun sangat sangat layak,saya rujuk ke rumah sakit hermina podomoro sunter akhir rujuk ke rscm semua tangan anak saya dengan baik saat awal maupun saat panjang rujuk dan tindak ketika di rscm ruang ranap pun sangat sangat layak,rujuk rumah sakit hermina podomoro sunter akhir rujuk rscm semua tangan anak baik awal maupun panjang rujuk tindak rscm ruang ranap sangat sangat layak,1,positif
"nyokap gua pasien bpjs dilayanin dengan baik, dokter sama susternya bener-bener ramah. Kalo cuma katanya-katanya mah jangan diomongin","nyokap gua pasien bpjs dilayanin dengan baik, dokter sama susternya bener-bener ramah. kalo cuma katanya-katanya mah jangan diomongin","nyokap gua pasien bpjs dilayanin dengan baik, dokter sama susternya bener-bener ramah. kalo cuma katanya-katanya mah jangan diomongin",nyokap gua pasien bpjs dilayanin dengan baik  dokter sama susternya bener bener ramah  kalo cuma katanya katanya mah jangan diomongin,nyokap gua pasien bpjs dilayanin dengan baik dokter sama susternya bener bener ramah kalo cuma katanya katanya mah jangan diomongin,"['nyokap', 'gua', 'pasien', 'bpjs', 'dilayanin', 'dengan', 'baik', 'dokter', 'sama', 'susternya', 'bener', 'bener', 'ramah', 'kalo', 'cuma', 'katanya', 'katanya', 'mah', 'jangan', 'diomongin']",nyokap saya pasien bpjs dilayanin dengan baik dokter sama susternya benar benar ramah kalau hanya katanya katanya mah jangan diomongin,nyokap saya pasien bpjs dilayanin dengan baik dokter sama suster benar benar ramah kalau hanya kata kata mah jangan diomongin,nyokap pasien bpjs dilayanin baik dokter sama suster benar benar ramah kalau kata kata jangan diomongin,1,positif
"RS Dirgahayu Masih Yg Terbaik di Samarinda, Walau swasta tapi pelayanannya sm Pasien BPJS Bagus ","rs dirgahayu masih yg terbaik di samarinda, walau swasta tapi pelayanannya sm pasien bpjs bagus ","rs dirgahayu masih yg terbaik di samarinda, walau swasta tapi pelayanannya sm pasien bpjs bagus ",rs dirgahayu masih yg terbaik di samarinda  walau swasta tapi pelayanannya sm pasien bpjs bagus ,rs dirgahayu masih yg terbaik di samarinda walau swasta tapi pelayananya sm pasien bpjs bagus ,"['rs', 'dirgahayu', 'masih', 'yg', 'terbaik', 'di', 'samarinda', 'walau', 'swasta', 'tapi', 'pelayananya', 'sm', 'pasien', 'bpjs', 'bagus']",rumah sakit dirgahayu masih yang terbaik di samarinda walau swasta tapi pelayananya sama pasien bpjs bagus,rumah sakit dirgahayu masih yang baik di samarinda walau swasta tapi pelayananya sama pasien bpjs bagus,rumah sakit dirgahayu baik samarinda swasta pelayananya sama pasien bpjs bagus,1,positif
"Bbrp kali Ngalamin, pelayanan bpjs bagus dan memuaskan dalam membantu Adik saya lahiran sampai 2 Ponakann kemarin rawat inap.","bbrp kali ngalamin, pelayanan bpjs bagus dan memuaskan dalam membantu adik saya lahiran sampai 2 ponakann kemarin rawat inap.","bbrp kali ngalamin, pelayanan bpjs bagus dan memuaskan dalam membantu adik saya lahiran sampai 2 ponakann kemarin rawat inap.",bbrp kali ngalamin  pelayanan bpjs bagus dan memuaskan dalam membantu adik saya lahiran sampai   ponakann kemarin rawat inap ,brp kali ngalamin pelayanan bpjs bagus dan memuaskan dalam membantu adik saya lahiran sampai ponakan kemarin rawat inap ,"['brp', 'kali', 'ngalamin', 'pelayanan', 'bpjs', 'bagus', 'dan', 'memuaskan', 'dalam', 'membantu', 'adik', 'saya', 'lahiran', 'sampai', 'ponakan', 'kemarin', 'rawat', 'inap']",berapa kali ngalamin pelayanan bpjs bagus dan memuaskan dalam membantu adik saya lahiran sampai ponakan kemarin rawat inap,berapa kali ngalamin layan bpjs bagus dan muas dalam bantu adik saya lahir sampai ponakan kemarin rawat inap,berapa kali ngalamin layan bpjs bagus muas bantu adik lahir ponakan kemarin rawat inap,1,positif
Ada kok RS yg melayani dg baik pasien BPJS. Ibuku pernah operasi pengangkatan rahim di RSUP Karyadi.,ada kok rs yg melayani dg baik pasien bpjs. ibuku pernah operasi pengangkatan rahim di rsup karyadi.,ada kok rs yg melayani dg baik pasien bpjs. ibuku pernah operasi pengangkatan rahim di rsup karyadi.,ada kok rs yg melayani dg baik pasien bpjs  ibuku pernah operasi pengangkatan rahim di rsup karyadi ,ada kok rs yg melayani dg baik pasien bpjs ibuku pernah operasi pengangkatan rahim di rsup karyadi ,"['ada', 'kok', 'rs', 'yg', 'melayani', 'dg', 'baik', 'pasien', 'bpjs', 'ibuku', 'pernah', 'operasi', 'pengangkatan', 'rahim', 'di', 'rsup', 'karyadi']",ada kok rumah sakit yang melayani dengan baik pasien bpjs ibuku pernah operasi pengangkatan rahim di rsup karyadi,ada kok rumah sakit yang layan dengan baik pasien bpjs ibu pernah operasi angkat rahim di rsup karyadi,kok rumah sakit layan baik pasien bpjs ibu pernah operasi angkat rahim rsup karyadi,1,positif
